name,length,assignment,support,begin,end,type,pure,pure_support,pure_inner,pure_outer,scan_best_support,scan_assigned_support,scan_assigned_nosupport,scan_best_profile,scan_assigned_profile,crf,crf_support,crf_inner,crf_outer,crfscan_best_support,crfscan_assigned_support,crfscan_assigned_nosupport,crfscan_best_profile,crfscan_assigned_profile,major_id,minor_id
"7872",1200,"HIV-1 Subtype F (12_BF)",100.0,3884,5084,HIV 1,F1,100.0,,,1.0,0.773,0.227,F1,F1 -,12_BF,100.0,79.0,21.0,0.889,0.741,0.259,12_BF F1 12_BF K,- 12_BF -,F1,12_BF
"7873",1200,"HIV-1 CRF 12_BF",100.0,2084,3284,HIV 1,F1,99.0,,,0.87,0.739,0.174,F1 B,- F1 - B,12_BF,100.0,94.0,6.0,1.0,0.897,0.103,12_BF,12_BF - 12_BF - 12_BF,,
"7878",1200,"Check the bootscan",,2684,3884,HIV 1,D,92.0,,,0.864,0.455,0.545,D B D,D - D - D -,D,95.0,74.0,26.0,,,,,,,
"7879",1200,"Check the bootscan",,3284,4484,HIV 1,D,83.0,,,0.727,0.318,0.545,D J D A1,D - D - A1 -,D,93.0,70.0,30.0,,,,,,,
"3432",200,"Check the report",,3884,4084,HIV 1,K,42.0,30.0,67.0,,,,,,,,,,,,,,,,
"5791",400,"HIV-1 Subtype D",82.0,2684,3084,HIV 1,D,82.0,41.0,58.0,,,,,,,,,,,,,,,,
"6309",1196,"HIV-1 Subtype K",100.0,3884,5084,HIV 1,K,100.0,,,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"6308",1201,"HIV-1 Subtype K",100.0,3284,4484,HIV 1,K,100.0,,,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"6305",1200,"HIV-1 Subtype C",100.0,3884,5084,HIV 1,C,100.0,,,1.0,0.909,0.091,C,- C - C,08_BC,78.0,44.0,54.0,0.815,0.704,0.296,08_BC C 08_BC C 08_BC C 08_BC,08_BC - 08_BC,,
"6304",1200,"HIV-1 Subtype C",100.0,3284,4484,HIV 1,C,100.0,,,1.0,1.0,0.0,C,C,08_BC,87.0,8.0,92.0,0.926,0.852,0.148,08_BC C 08_BC,08_BC -,,
"6307",1200,"HIV-1 Subtype K",100.0,2684,3884,HIV 1,K,100.0,,,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"6306",1200,"HIV-1 Subtype K",100.0,2084,3284,HIV 1,K,100.0,,,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"6301",1200,"Check the bootscan",,3884,5084,HIV 1,A1,54.0,,,0.818,0.5,0.318,A1 G,A1 - G - G - G - G -,02_AG,27.0,0.0,100.0,,,,,,,
"6300",1200,"Check the bootscan",,3284,4484,HIV 1,A1,81.0,,,0.545,0.318,0.455,A1 G A1 G A1 G,- A1 - G,A2,6.0,0.0,100.0,,,,,,,
"6303",1200,"HIV-1 CRF 08_BC",100.0,2684,3884,HIV 1,C,100.0,,,0.727,0.455,0.545,C J B C,- C,08_BC,100.0,16.0,84.0,1.0,1.0,0.0,08_BC,08_BC,,
"6302",1189,"HIV-1 CRF 08_BC",100.0,2084,3284,HIV 1,C,100.0,,,0.739,0.652,0.304,C J B J B,C - B,08_BC,100.0,20.0,80.0,1.0,0.966,0.034,08_BC,08_BC - 08_BC,,
"7695",800,"HIV-1 Subtype F (F1)",100.0,2084,2884,HIV 1,F1,100.0,75.0,25.0,,,,,,,,,,,,,,,,
"2907",800,"HIV-1 Subtype D",89.0,3284,4084,HIV 1,D,89.0,71.0,29.0,,,,,,,,,,,,,,,,
"2906",800,"Check the report",,2884,3684,HIV 1,D,54.0,46.0,46.0,,,,,,,,,,,,,,,,
"1986",200,"HIV-1 Subtype G",80.0,4484,4684,HIV 1,G,80.0,69.0,25.0,,,,,,,,,,,,,,,,
"3215",200,"Check the report",,2484,2684,HIV 1,K,27.0,54.0,21.0,,,,,,,,,,,,,,,,
"3216",200,"Check the report",,2684,2884,HIV 1,A1,23.0,17.0,50.0,,,,,,,,,,,,,,,,
"1985",200,"Check the report",,4284,4484,HIV 1,G,21.0,22.0,33.0,,,,,,,,,,,,,,,,
"3210",200,"Check the report",,4484,4684,HIV 1,B,90.0,7.0,90.0,,,,,,,,,,,,,,,,
"3211",200,"Check the report",,4684,4884,HIV 1,B,15.0,66.0,6.0,,,,,,,,,,,,,,,,
"3212",200,"Check the report",,4884,5084,HIV 1,G,14.0,23.0,10.0,,,,,,,,,,,,,,,,
"3213",197,"Check the report",,2084,2284,HIV 1,F1,26.0,42.0,51.0,,,,,,,,,,,,,,,,
"1638",200,"Check the report",,3884,4084,HIV 1,A1,95.0,25.0,75.0,,,,,,,,,,,,,,,,
"1639",200,"HIV-1 Subtype A (A1)",72.0,4084,4284,HIV 1,A1,72.0,62.0,29.0,,,,,,,,,,,,,,,,
"2904",797,"HIV-1 Subtype D",78.0,2084,2884,HIV 1,D,78.0,67.0,28.0,,,,,,,,,,,,,,,,
"3218",200,"Check the report",,3084,3284,HIV 1,K,49.0,11.0,83.0,,,,,,,,,,,,,,,,
"3219",200,"Check the report",,3284,3484,HIV 1,K,37.0,0.0,97.0,,,,,,,,,,,,,,,,
"1988",200,"Check the report",,4884,5084,HIV 1,A1,9.0,54.0,0.0,,,,,,,,,,,,,,,,
"1989",200,"HIV-1 Subtype F (F1)",83.0,2084,2284,HIV 1,F1,83.0,100.0,0.0,,,,,,,,,,,,,,,,
"2740",800,"Check the report",,3684,4484,HIV 1,K,45.0,0.0,100.0,,,,,,,,,,,,,,,,
"2909",800,"Check the report",,4084,4884,HIV 1,A1,76.0,5.0,94.0,,,,,,,,,,,,,,,,
"2815",800,"Check the report",,2484,3284,HIV 1,A1,86.0,16.0,84.0,,,,,,,,,,,,,,,,
"2814",779,"Check the report",,2084,2884,HIV 1,A1,98.0,12.0,84.0,,,,,,,,,,,,,,,,
"2817",800,"Check the report",,3284,4084,HIV 1,A1,97.0,0.0,100.0,,,,,,,,,,,,,,,,
"707",400,"Check the report",,4084,4484,HIV 1,G,61.0,35.0,55.0,,,,,,,,,,,,,,,,
"2811",800,"Check the report",,3284,4084,HIV 1,A1,77.0,0.0,100.0,,,,,,,,,,,,,,,,
"2810",800,"Check the report",,2884,3684,HIV 1,A1,79.0,0.0,100.0,,,,,,,,,,,,,,,,
"2813",800,"Check the report",,4084,4884,HIV 1,G,42.0,0.0,100.0,,,,,,,,,,,,,,,,
"2812",800,"Check the report",,3684,4484,HIV 1,H,59.0,0.0,100.0,,,,,,,,,,,,,,,,
"560",200,"HIV-1 Subtype B",80.0,3084,3284,HIV 1,B,80.0,94.0,5.0,,,,,,,,,,,,,,,,
"561",200,"Check the report",,3284,3484,HIV 1,B,47.0,17.0,60.0,,,,,,,,,,,,,,,,
"562",200,"Check the report",,3484,3684,HIV 1,B,42.0,12.0,74.0,,,,,,,,,,,,,,,,
"563",200,"Check the report",,3684,3884,HIV 1,A1,69.0,20.0,74.0,,,,,,,,,,,,,,,,
"2819",802,"HIV-1 Subtype A (A2)",99.0,4084,4884,HIV 1,A1,60.0,,,0.714,0.0,1.0,A1 G A1 G A1 G A1,-,A2,99.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"2818",802,"HIV-1 Subtype A (A2)",100.0,3684,4484,HIV 1,A1,85.0,,,1.0,0.5,0.5,A1,A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,A1,A2
"566",200,"Check the report",,4284,4484,HIV 1,G,48.0,73.0,6.0,,,,,,,,,,,,,,,,
"567",200,"HIV-1 Subtype G",97.0,4484,4684,HIV 1,G,97.0,100.0,0.0,,,,,,,,,,,,,,,,
"5429",400,"Check the report",,3084,3484,HIV 1,A1,45.0,41.0,54.0,,,,,,,,,,,,,,,,
"5428",400,"Check the report",,2884,3284,HIV 1,A1,27.0,5.0,87.0,,,,,,,,,,,,,,,,
"3379",200,"Check the report",,2284,2484,HIV 1,C,38.0,45.0,50.0,,,,,,,,,,,,,,,,
"3378",188,"Check the report",,2084,2284,HIV 1,C,10.0,91.0,0.0,,,,,,,,,,,,,,,,
"5425",400,"Check the report",,2284,2684,HIV 1,A1,31.0,88.0,6.0,,,,,,,,,,,,,,,,
"1187",800,"Check the report",,2884,3684,HIV 1,J,92.0,0.0,100.0,,,,,,,,,,,,,,,,
"1184",800,"HIV-1 Subtype G",99.0,4084,4884,HIV 1,G,99.0,34.0,66.0,,,,,,,,,,,,,,,,
"1185",794,"Check the report",,2084,2884,HIV 1,J,85.0,0.0,100.0,,,,,,,,,,,,,,,,
"1182",800,"Check the report",,3284,4084,HIV 1,A1,100.0,0.0,98.0,,,,,,,,,,,,,,,,
"1183",800,"Check the report",,3684,4484,HIV 1,A1,99.0,0.0,98.0,,,,,,,,,,,,,,,,
"1180",800,"HIV-1 Subtype G",90.0,2484,3284,HIV 1,G,90.0,32.0,65.0,,,,,,,,,,,,,,,,
"1181",800,"Check the report",,2884,3684,HIV 1,A1,93.0,0.0,99.0,,,,,,,,,,,,,,,,
"4248",400,"Check the report",,2684,3084,HIV 1,F1,85.0,6.0,90.0,,,,,,,,,,,,,,,,
"4249",400,"Check the report",,2884,3284,HIV 1,F1,97.0,13.0,86.0,,,,,,,,,,,,,,,,
"4246",400,"Check the report",,2284,2684,HIV 1,B,50.0,0.0,87.0,,,,,,,,,,,,,,,,
"4247",400,"HIV-1 Subtype D",75.0,2484,2884,HIV 1,D,75.0,51.0,41.0,,,,,,,,,,,,,,,,
"4244",400,"Check the report",,4684,5084,HIV 1,F1,46.0,18.0,73.0,,,,,,,,,,,,,,,,
"4245",400,"Check the report",,2084,2484,HIV 1,B,18.0,0.0,92.0,,,,,,,,,,,,,,,,
"4242",400,"HIV-1 Subtype B",97.0,4284,4684,HIV 1,B,97.0,64.0,35.0,,,,,,,,,,,,,,,,
"4243",400,"HIV-1 Subtype B",98.0,4484,4884,HIV 1,B,98.0,54.0,45.0,,,,,,,,,,,,,,,,
"4240",400,"Check the report",,3884,4284,HIV 1,F1,28.0,0.0,100.0,,,,,,,,,,,,,,,,
"4241",400,"Check the report",,4084,4484,HIV 1,B,36.0,0.0,96.0,,,,,,,,,,,,,,,,
"5520",400,"Check the report",,4484,4884,HIV 1,A1,54.0,28.0,67.0,,,,,,,,,,,,,,,,
"5521",400,"Check the report",,4684,5084,HIV 1,A1,25.0,84.0,0.0,,,,,,,,,,,,,,,,
"5522",397,"HIV-1 Subtype G",100.0,2084,2484,HIV 1,G,100.0,95.0,5.0,,,,,,,,,,,,,,,,
"5523",400,"HIV-1 Subtype G",93.0,2284,2684,HIV 1,G,93.0,49.0,51.0,,,,,,,,,,,,,,,,
"5524",400,"Check the report",,2484,2884,HIV 1,G,62.0,96.0,0.0,,,,,,,,,,,,,,,,
"5525",400,"Check the report",,2684,3084,HIV 1,G,50.0,87.0,5.0,,,,,,,,,,,,,,,,
"5526",400,"HIV-1 Subtype G",95.0,2884,3284,HIV 1,G,95.0,75.0,25.0,,,,,,,,,,,,,,,,
"5527",400,"Check the report",,3084,3484,HIV 1,G,67.0,73.0,16.0,,,,,,,,,,,,,,,,
"5528",400,"HIV-1 Subtype G",85.0,3284,3684,HIV 1,G,85.0,87.0,8.0,,,,,,,,,,,,,,,,
"5529",400,"HIV-1 Subtype G",100.0,3484,3884,HIV 1,G,100.0,91.0,9.0,,,,,,,,,,,,,,,,
"48",200,"Check the report",,2684,2884,HIV 1,A1,27.0,22.0,50.0,,,,,,,,,,,,,,,,
"49",200,"Check the report",,2884,3084,HIV 1,D,35.0,52.0,20.0,,,,,,,,,,,,,,,,
"46",200,"Check the report",,2284,2484,HIV 1,A1,55.0,82.0,8.0,,,,,,,,,,,,,,,,
"47",200,"Check the report",,2484,2684,HIV 1,H,5.0,8.0,83.0,,,,,,,,,,,,,,,,
"44",200,"Check the report",,4884,5084,HIV 1,A1,19.0,96.0,0.0,,,,,,,,,,,,,,,,
"45",197,"Check the report",,2084,2284,HIV 1,D,32.0,31.0,43.0,,,,,,,,,,,,,,,,
"42",200,"HIV-1 Subtype A (A1)",83.0,4484,4684,HIV 1,A1,83.0,87.0,11.0,,,,,,,,,,,,,,,,
"43",200,"Check the report",,4684,4884,HIV 1,G,58.0,74.0,13.0,,,,,,,,,,,,,,,,
"40",200,"HIV-1 Subtype A (A1)",75.0,4084,4284,HIV 1,A1,75.0,75.0,20.0,,,,,,,,,,,,,,,,
"41",200,"Check the report",,4284,4484,HIV 1,A1,22.0,26.0,41.0,,,,,,,,,,,,,,,,
"4848",200,"Check the report",,3284,3484,HIV 1,A1,31.0,37.0,59.0,,,,,,,,,,,,,,,,
"6547",200,"HIV-1 Subtype G",93.0,2284,2484,HIV 1,G,93.0,78.0,21.0,,,,,,,,,,,,,,,,
"6546",197,"Check the report",,2084,2284,HIV 1,G,54.0,53.0,30.0,,,,,,,,,,,,,,,,
"6545",200,"Check the report",,4884,5084,HIV 1,A1,17.0,74.0,0.0,,,,,,,,,,,,,,,,
"6544",200,"Check the report",,4684,4884,HIV 1,F1,12.0,24.0,37.0,,,,,,,,,,,,,,,,
"6543",200,"Check the report",,4484,4684,HIV 1,A1,30.0,31.0,58.0,,,,,,,,,,,,,,,,
"6542",200,"Check the report",,4284,4484,HIV 1,A1,36.0,50.0,29.0,,,,,,,,,,,,,,,,
"6541",200,"Check the report",,4084,4284,HIV 1,B,26.0,7.0,75.0,,,,,,,,,,,,,,,,
"6540",200,"Check the report",,3884,4084,HIV 1,J,70.0,0.0,100.0,,,,,,,,,,,,,,,,
"4849",200,"HIV-1 Subtype A (A1)",88.0,3484,3684,HIV 1,A1,88.0,30.0,70.0,,,,,,,,,,,,,,,,
"6549",200,"Check the report",,2684,2884,HIV 1,G,39.0,95.0,0.0,,,,,,,,,,,,,,,,
"6548",200,"Check the report",,2484,2684,HIV 1,G,35.0,73.0,0.0,,,,,,,,,,,,,,,,
"5310",200,"Check the report",,2684,2884,HIV 1,G,44.0,86.0,0.0,,,,,,,,,,,,,,,,
"344",200,"Check the report",,4884,5084,HIV 1,G,9.0,7.0,31.0,,,,,,,,,,,,,,,,
"345",197,"Check the report",,2084,2284,HIV 1,G,41.0,9.0,79.0,,,,,,,,,,,,,,,,
"346",200,"HIV-1 Subtype G",78.0,2284,2484,HIV 1,G,78.0,28.0,72.0,,,,,,,,,,,,,,,,
"347",200,"Check the report",,2484,2684,HIV 1,G,34.0,72.0,0.0,,,,,,,,,,,,,,,,
"340",200,"HIV-1 Subtype A (A1)",70.0,4084,4284,HIV 1,A1,70.0,69.0,20.0,,,,,,,,,,,,,,,,
"341",200,"Check the report",,4284,4484,HIV 1,A1,40.0,42.0,34.0,,,,,,,,,,,,,,,,
"342",200,"HIV-1 Subtype A (A1)",83.0,4484,4684,HIV 1,A1,83.0,97.0,0.0,,,,,,,,,,,,,,,,
"343",200,"Check the report",,4684,4884,HIV 1,J,31.0,0.0,79.0,,,,,,,,,,,,,,,,
"348",200,"Check the report",,2684,2884,HIV 1,G,42.0,74.0,0.0,,,,,,,,,,,,,,,,
"349",200,"Check the report",,2884,3084,HIV 1,G,52.0,78.0,9.0,,,,,,,,,,,,,,,,
"7519",400,"HIV-1 Subtype H",85.0,3284,3684,HIV 1,H,85.0,100.0,0.0,,,,,,,,,,,,,,,,
"7518",400,"HIV-1 Subtype H",99.0,3084,3484,HIV 1,H,99.0,100.0,0.0,,,,,,,,,,,,,,,,
"6150",773,"HIV-1 Subtype G",98.0,2084,2884,HIV 1,G,98.0,42.0,57.0,,,,,,,,,,,,,,,,
"6151",800,"Check the report",,2484,3284,HIV 1,B,78.0,12.0,88.0,,,,,,,,,,,,,,,,
"6152",800,"HIV-1 Subtype B",96.0,2884,3684,HIV 1,B,96.0,28.0,72.0,,,,,,,,,,,,,,,,
"6153",800,"HIV-1 Subtype B",99.0,3284,4084,HIV 1,B,99.0,53.0,45.0,,,,,,,,,,,,,,,,
"6154",800,"Check the report",,3684,4484,HIV 1,B,50.0,7.0,90.0,,,,,,,,,,,,,,,,
"2132",200,"HIV-1 Subtype C",92.0,3684,3884,HIV 1,C,92.0,72.0,26.0,,,,,,,,,,,,,,,,
"4817",200,"Check the report",,3084,3284,HIV 1,K,55.0,23.0,70.0,,,,,,,,,,,,,,,,
"4816",200,"HIV-1 Subtype F (F1)",81.0,2884,3084,HIV 1,F1,81.0,49.0,49.0,,,,,,,,,,,,,,,,
"6737",200,"Check the report",,4284,4484,HIV 1,A1,59.0,61.0,30.0,,,,,,,,,,,,,,,,
"6738",200,"HIV-1 Subtype A (A1)",97.0,4484,4684,HIV 1,A1,97.0,95.0,7.0,,,,,,,,,,,,,,,,
"6739",200,"Check the report",,4684,4884,HIV 1,J,20.0,25.0,16.0,,,,,,,,,,,,,,,,
"3287",200,"HIV-1 Subtype C",98.0,4884,5084,HIV 1,C,98.0,151.0,11.0,,,,,,,,,,,,,,,,
"216",200,"Check the report",,3284,3484,HIV 1,A1,28.0,23.0,72.0,,,,,,,,,,,,,,,,
"217",200,"Check the report",,3484,3684,HIV 1,F1,21.0,0.0,91.0,,,,,,,,,,,,,,,,
"214",200,"Check the report",,2884,3084,HIV 1,C,18.0,8.0,74.0,,,,,,,,,,,,,,,,
"215",200,"HIV-1 Subtype A (A1)",76.0,3084,3284,HIV 1,A1,76.0,62.0,26.0,,,,,,,,,,,,,,,,
"212",200,"Check the report",,2484,2684,HIV 1,C,45.0,0.0,96.0,,,,,,,,,,,,,,,,
"213",200,"Check the report",,2684,2884,HIV 1,A1,40.0,21.0,43.0,,,,,,,,,,,,,,,,
"210",179,"HIV-1 Subtype A (A1)",90.0,2084,2263,HIV 1,A1,90.0,80.0,29.0,,,,,,,,,,,,,,,,
"211",200,"Check the report",,2284,2484,HIV 1,A1,31.0,78.0,25.0,,,,,,,,,,,,,,,,
"218",200,"Check the report",,3684,3884,HIV 1,A1,29.0,31.0,32.0,,,,,,,,,,,,,,,,
"219",200,"Check the report",,3884,4084,HIV 1,G,31.0,5.0,92.0,,,,,,,,,,,,,,,,
"6088",803,"HIV-1 Subtype F (F1)",99.0,3684,4484,HIV 1,F1,99.0,49.0,48.0,1.0,1.0,0.0,F1,F1,A,0.0,0.0,0.0,,,,,,,
"6089",800,"HIV-1 Subtype F (F1)",95.0,4084,4884,HIV 1,F1,95.0,98.0,0.0,,,,,,,,,,,,,,,,
"6086",800,"HIV-1 Subtype F (F1)",100.0,2884,3684,HIV 1,F1,100.0,69.0,31.0,,,,,,,,,,,,,,,,
"6087",803,"HIV-1 Subtype F (F1)",100.0,3284,4084,HIV 1,F1,100.0,36.0,64.0,1.0,1.0,0.0,F1,F1,F1,97.0,16.0,80.0,,,,,,,
"6084",800,"HIV-1 Subtype F (F1)",98.0,2084,2884,HIV 1,F1,98.0,76.0,23.0,,,,,,,,,,,,,,,,
"6085",800,"HIV-1 Subtype F (F1)",100.0,2484,3284,HIV 1,F1,100.0,99.0,0.0,,,,,,,,,,,,,,,,
"6082",800,"Check the report",,3684,4484,HIV 1,A1,96.0,0.0,96.0,,,,,,,,,,,,,,,,
"6083",800,"HIV-1 Subtype G",85.0,4084,4884,HIV 1,G,85.0,34.0,66.0,,,,,,,,,,,,,,,,
"6080",800,"Check the report",,2884,3684,HIV 1,K,50.0,0.0,99.0,,,,,,,,,,,,,,,,
"6081",800,"HIV-1 Subtype A (A1)",100.0,3284,4084,HIV 1,A1,100.0,59.0,41.0,,,,,,,,,,,,,,,,
"3285",200,"HIV-1 Subtype D",74.0,4484,4684,HIV 1,D,74.0,152.0,0.0,,,,,,,,,,,,,,,,
"3649",200,"Check the report",,2284,2484,HIV 1,B,23.0,38.0,30.0,,,,,,,,,,,,,,,,
"3648",200,"HIV-1 Subtype B",100.0,2084,2284,HIV 1,B,100.0,119.0,17.0,,,,,,,,,,,,,,,,
"3647",200,"Check the report",,4884,5084,HIV 1,J,18.0,0.0,63.0,,,,,,,,,,,,,,,,
"3646",200,"HIV-1 Subtype G",74.0,4684,4884,HIV 1,G,74.0,42.0,48.0,,,,,,,,,,,,,,,,
"3645",200,"HIV 1 N group",,4078,4278,HIV 1 N group,,,,,,,,,,,,,,,,,,,,
"3644",200,"Check the report",,4284,4484,HIV 1,A1,63.0,61.0,36.0,,,,,,,,,,,,,,,,
"3643",200,"Check the report",,4084,4284,HIV 1,A1,58.0,0.0,74.0,,,,,,,,,,,,,,,,
"3642",200,"Check the report",,3884,4084,HIV 1,D,46.0,49.0,29.0,,,,,,,,,,,,,,,,
"3641",200,"Check the report",,3684,3884,HIV 1,D,12.0,74.0,5.0,,,,,,,,,,,,,,,,
"3640",200,"Check the report",,3484,3684,HIV 1,D,26.0,93.0,17.0,,,,,,,,,,,,,,,,
"2550",400,"HIV-1 Subtype F (F1)",87.0,2484,2884,HIV 1,F1,87.0,93.0,6.0,,,,,,,,,,,,,,,,
"2551",400,"HIV-1 Subtype F (F1)",98.0,2684,3084,HIV 1,F1,98.0,93.0,0.0,,,,,,,,,,,,,,,,
"2552",400,"HIV-1 Subtype F (F1)",100.0,2884,3284,HIV 1,F1,100.0,99.0,0.0,,,,,,,,,,,,,,,,
"2553",400,"HIV-1 Subtype F (F1)",100.0,3084,3484,HIV 1,F1,100.0,82.0,18.0,,,,,,,,,,,,,,,,
"2554",400,"HIV-1 Subtype F (F1)",99.0,3284,3684,HIV 1,F1,99.0,78.0,22.0,,,,,,,,,,,,,,,,
"2555",403,"HIV-1 Subtype F (F1)",100.0,3484,3884,HIV 1,F1,100.0,93.0,6.0,,,,,,,,,,,,,,,,
"2556",403,"HIV-1 Subtype F (F1)",100.0,3684,4084,HIV 1,F1,100.0,32.0,68.0,,,,,,,,,,,,,,,,
"2557",400,"HIV-1 Subtype F (F1)",100.0,3884,4284,HIV 1,F1,100.0,50.0,50.0,,,,,,,,,,,,,,,,
"2558",400,"Check the report",,4084,4484,HIV 1,F1,65.0,95.0,0.0,,,,,,,,,,,,,,,,
"2559",400,"Check the report",,4284,4684,HIV 1,F1,55.0,90.0,5.0,,,,,,,,,,,,,,,,
"5010",200,"Check the report",,2684,2884,HIV 1,A1,37.0,24.0,48.0,,,,,,,,,,,,,,,,
"5011",200,"Check the report",,2884,3084,HIV 1,C,25.0,13.0,69.0,,,,,,,,,,,,,,,,
"5012",200,"HIV-1 Subtype A (A1)",70.0,3084,3284,HIV 1,A1,70.0,73.0,17.0,,,,,,,,,,,,,,,,
"5013",200,"Check the report",,3284,3484,HIV 1,F1,17.0,6.0,88.0,,,,,,,,,,,,,,,,
"5014",200,"Check the report",,3484,3684,HIV 1,G,42.0,7.0,77.0,,,,,,,,,,,,,,,,
"5015",200,"Check the report",,3684,3884,HIV 1,A1,25.0,24.0,41.0,,,,,,,,,,,,,,,,
"5016",200,"Check the report",,3884,4084,HIV 1,G,33.0,0.0,95.0,,,,,,,,,,,,,,,,
"5017",200,"Check the report",,4084,4284,HIV 1,A1,41.0,15.0,66.0,,,,,,,,,,,,,,,,
"5018",202,"Check the report",,4284,4484,HIV 1,A1,19.0,0.0,75.0,,,,,,,,,,,,,,,,
"5019",200,"Check the report",,4484,4684,HIV 1,A1,41.0,6.0,84.0,,,,,,,,,,,,,,,,
"4419",800,"Check the report",,2084,2884,HIV 1,F1,87.0,6.0,90.0,,,,,,,,,,,,,,,,
"4418",802,"Check the bootscan",,4084,4884,HIV 1,A1,81.0,0.0,100.0,0.844,0.125,0.875,A1 G A1 F1 D,- A1 - A1 - A1 -,A,0.0,100.0,0.0,,,,,,,
"4417",802,"Check the bootscan",,3684,4484,HIV 1,A1,79.0,0.0,100.0,0.875,0.094,0.906,A1 F1 A1 G A1 G A1,A1 -,A2,12.0,100.0,0.0,,,,,,,
"4416",800,"Check the report",,3284,4084,HIV 1,A1,59.0,0.0,99.0,,,,,,,,,,,,,,,,
"4415",800,"Check the report",,2884,3684,HIV 1,A1,87.0,0.0,99.0,,,,,,,,,,,,,,,,
"4414",800,"Check the report",,2484,3284,HIV 1,A1,80.0,14.0,79.0,,,,,,,,,,,,,,,,
"4413",779,"Check the report",,2084,2884,HIV 1,A1,91.0,16.0,83.0,,,,,,,,,,,,,,,,
"4412",800,"Check the report",,4084,4884,HIV 1,K,44.0,0.0,99.0,,,,,,,,,,,,,,,,
"4411",800,"Check the report",,3684,4484,HIV 1,H,46.0,0.0,100.0,,,,,,,,,,,,,,,,
"4410",800,"Check the report",,3284,4084,HIV 1,A1,52.0,0.0,97.0,,,,,,,,,,,,,,,,
"919",400,"HIV-1 Subtype G",98.0,4484,4884,HIV 1,G,98.0,62.0,37.0,,,,,,,,,,,,,,,,
"918",400,"Check the report",,4284,4684,HIV 1,G,64.0,75.0,29.0,,,,,,,,,,,,,,,,
"915",400,"HIV-1 Subtype A (A1)",96.0,3684,4084,HIV 1,A1,96.0,96.0,0.0,,,,,,,,,,,,,,,,
"914",400,"HIV-1 Subtype A (A1)",75.0,3484,3884,HIV 1,A1,75.0,25.0,72.0,,,,,,,,,,,,,,,,
"917",400,"Check the report",,4084,4484,HIV 1,A1,60.0,10.0,85.0,,,,,,,,,,,,,,,,
"916",400,"HIV-1 Subtype A (A1)",95.0,3884,4284,HIV 1,A1,95.0,81.0,17.0,,,,,,,,,,,,,,,,
"911",400,"HIV-1 Subtype G",100.0,2884,3284,HIV 1,G,100.0,147.0,7.0,,,,,,,,,,,,,,,,
"910",400,"HIV-1 Subtype G",84.0,2684,3084,HIV 1,G,84.0,155.0,10.0,,,,,,,,,,,,,,,,
"913",400,"Check the report",,3284,3684,HIV 1,A1,90.0,18.0,78.0,,,,,,,,,,,,,,,,
"912",400,"Check the report",,3084,3484,HIV 1,G,50.0,78.0,11.0,,,,,,,,,,,,,,,,
"7168",400,"Check the report",,3084,3484,HIV 1,G,15.0,54.0,31.0,,,,,,,,,,,,,,,,
"7169",400,"Check the report",,3284,3684,HIV 1,A1,76.0,5.0,92.0,,,,,,,,,,,,,,,,
"7162",400,"HIV-1 Subtype C",98.0,4684,5084,HIV 1,C,98.0,55.0,55.0,,,,,,,,,,,,,,,,
"7163",398,"HIV-1 Subtype G",82.0,2084,2484,HIV 1,G,82.0,50.0,49.0,,,,,,,,,,,,,,,,
"7160",400,"HIV-1 Subtype C",93.0,4284,4684,HIV 1,C,93.0,81.0,31.0,,,,,,,,,,,,,,,,
"7161",400,"HIV-1 Subtype C",71.0,4484,4884,HIV 1,C,71.0,157.0,0.0,,,,,,,,,,,,,,,,
"7166",400,"Check the report",,2684,3084,HIV 1,F1,67.0,6.0,94.0,,,,,,,,,,,,,,,,
"7167",400,"Check the report",,2884,3284,HIV 1,F1,56.0,0.0,99.0,,,,,,,,,,,,,,,,
"7164",400,"Check the report",,2284,2684,HIV 1,G,55.0,0.0,93.0,,,,,,,,,,,,,,,,
"7165",400,"Check the report",,2484,2884,HIV 1,D,20.0,12.0,82.0,,,,,,,,,,,,,,,,
"630",400,"Check the report",,2684,3084,HIV 1,D,39.0,24.0,68.0,,,,,,,,,,,,,,,,
"631",400,"Check the report",,2884,3284,HIV 1,D,38.0,75.0,33.0,,,,,,,,,,,,,,,,
"632",400,"Check the report",,3084,3484,HIV 1,D,37.0,23.0,66.0,,,,,,,,,,,,,,,,
"1211",800,"Check the report",,2884,3684,HIV 1,A1,67.0,0.0,100.0,,,,,,,,,,,,,,,,
"634",400,"HIV-1 Subtype A (A1)",96.0,3484,3884,HIV 1,A1,96.0,76.0,23.0,,,,,,,,,,,,,,,,
"635",400,"HIV-1 Subtype A (A1)",95.0,3684,4084,HIV 1,A1,95.0,124.0,0.0,,,,,,,,,,,,,,,,
"1806",200,"HIV-1 Subtype G",79.0,4484,4684,HIV 1,G,79.0,106.0,15.0,,,,,,,,,,,,,,,,
